Sentence,Sentiment
"DN MTG, anyone thinking of shorting these names?  These 2, specifically, DN seems to have a history of huge spikes up and then collapses",negative
Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD,negative
user: PPHM Damn. Sorry folks. Pharms are getting taking to the shed today.,negative
$ZYXI - Zynex reports 126% order growth and raises Q1 and FY2020 revenue outlook https://t.co/8ttUvBXTam,positive
How Huawei became a U.S. government target https://t.co/K1hHx6Uw5b,neutral
"""We know what we have to do  reduce emissions, offset what cannot be reduced and adapt to new climate realities. N https://t.co/xGAbvReq6y",neutral
long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,positive
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,neutral
"FX strategists arent expecting a repeat of the loonies outperformance in 2020, casting doubt on its run as one of https://t.co/peQZYOcMhB",negative
Dollar rallies as concerns about the economic impact of the coronavirus and the lack of a global policy response fuÃ¢â¬Â¦ https://t.co/urSIlVFS74,negative
Exel is headquartered in Mantyharju in Finland .,neutral
user: user: AAP (daily) Three Black Crows and 50 (ema) teaming up**,negative
$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/4WRKl5WZ4N,negative
user: H broke support today and may drop out of the channel tomorrow... if it does watch out. Posted 1/23. Next 5.25 then 5.00,negative
First Choice declares $0.25 dividend,neutral
"$LITB - LightInTheBox Holding Co., Ltd. (LITB) CEO Jian He on Q3 2019 Results - Earnings Call Transcript. Sign up f https://t.co/og3mYDA7y2",neutral
"SPY, ES, Define risk always, keep sizes proportionate, risk only what u can afford to lose..",negative
"I am short 4,750 ATB and outright short 5,000  38.30 AIG , failed at trend line, stop at 38.40",negative
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",neutral
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",neutral
"MCP craters, management tells u biz sucks, all sorts of red flags, and some people call that bullish?  bottom? delusionnal.. #youondrugs?",negative
Elite Pharmaceuticals reports Q3 results,neutral
Highlight: House Democrats announce two articles of impeachment. The question is have they persuaded the American https://t.co/wzRtmMNfIj,neutral
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral
CME Group president to step down in May,neutral
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,neutral
"user: NBS strong financials, more contracts for Progenitor in pipeline, approval for AM-001 expected, this is the sacred cow of 2013",positive
GPS has the stores and loyalty to show growing sales!,positive
"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .",neutral
Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,positive
$BONDX: Overnight Treasury Market Summary https://t.co/QiA03kX9Us,neutral
Stocks Crossing Above their 50 day MA: CAM OW XOM AIG MHP PX CCI DOW AT ABT ADI HOT MO PP SB,positive
Pentagon asks for Navy Secretary Richard Spencer to resign after controversy over Navy Seal case https://t.co/fMzuXTSLhW,neutral
OPEC Cannot And Will Not Cut Production In March. https://t.co/0nj0my35zT #investing #markets #stockmarket,neutral
BAC anyone think this might slush and fall below 11 today?,negative
Morrisons and Debenhams surprise City with Christmas bounce back,positive
La Jolla Pharma to reassess development of LJPC-401,negative
Smart Cannabis Cultivators are Leveraging Natural Gas to Cut HVAC Costs up to 80%,neutral
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive
Activision Blizzard Plans to Release Several Video Game Remakes in 2020,neutral
FCC Chairman Calls for Public Auction of C-Band Airwaves,neutral
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral
"Sensex opens over 350 points lower, Nifty starts day below 8,700 tracking weakness in global markets amid coronavirâ¦ https://t.co/csmNyu74WS",negative
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral
Thanks for the Dance is a chance to hear Leonard Cohens voice once more https://t.co/Ocd315pTiK,neutral
ridiculous move in nflx.  can't believe it's still going too.  i'm obviously short. x-(,negative
How Much is ResMed Inc.'s (NYSE:RMD) CEO Getting Paid?,neutral
Budget 2020 Provides Discreet And Considered Stimulus: Finance Minister,neutral
Why Honeywell International's Guidance Looks Conservative,negative
QCO made like 3 points scalping this today!!!!!!!!!!!!!!!,positive
"$GNSS - LRAD EPS misses by $0.01, misses on revenue https://t.co/BaBKP6RhdA",negative
Amazons Cloud Battle With Microsoft Weighs on AMZN Stock,negative
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,neutral
eading stocks continue to breakdown even though major indexes one day off multi year highs. TO EXP SODA KOS Y KBH AD OAS FB,negative
BRP Inc. (TSE:DOO) Earns Among The Best Returns In Its Industry,positive
Apple Averted An iPhone Fiasco With Phase 1 Trade Deal,positive
"Grocery Tycoon Kishore Biyani's Battle To Keep His Company Afloat
https://t.co/VDZbhnh1O7",negative
Gundlach: Trouble Brewing In Debt Markets As The 'Real Turmoil' Is Only Beginning https://t.co/V0muhfT6dX,negative
ong setup SM,positive
"The airline industry is nearing the end of a miserable year, with profit missing forecasts by almost $10 billion https://t.co/4Ert5aucQP",negative
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,positive
Why You Might Be Interested In TMX Group Limited (TSE:X) For Its Upcoming Dividend,positive
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",positive
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral
SPW I love these bankrupt solar companies on momo pumps FS TS CSIQ,negative
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative
Federal Reserve Board announces termination of enforcement actions with Discover Financial... #Stock https://t.co/sMoeOMo1N8,neutral
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",neutral
"With the right safeguards, frontier economies can take advantage of low-cost loans to help their economies and rais https://t.co/VlxBL9f6Ng",neutral
FDA extends action date for Blueprint's avapritinib,neutral
Turning 65 in 2020? 3 Things You Need to Know,neutral
".@Coldplay says they won't be touring their new album #EverydayLife, which drops tomorrow. Is climate change to bl https://t.co/MLH1tJmjF8",neutral
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",neutral
"36% of millennials polled say that they approve of communism, which is up significantly from 28% in 2018. https://t.co/WJJfbWU8hS",neutral
user: AAP 15min. one green 15M candle all day and it was the lowest vol of the day,negative
Barings Participation Investors declares $0.27 dividend,neutral
"Watching A DMND for low entry points. A replaced CSCO with the State of California, C and CS contracts. May see some pops later on",positive
Talking headsCNBC talking the GOOG~ AAP rotation suggest max target 840 unless strong move on AAP then it will be like a teetertotter,positive
$ENB $ENB $CVE - Enbridge says Mainline plan opponents stalling for time https://t.co/tRuhfNl8if,neutral
JPM - not looking pretty here.,negative
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive
The value of the contract is in total USD12m .,neutral
Edited Transcript of OHL.MC earnings conference call or presentation 14-Nov-19 5:00pm GMT,neutral
"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",neutral
"Intel earnings - capex & mobile matter not EPS.  I mean, is the PC biz decline news to you? INTC HPQ AAP DE AMH",positive
M 5 min flag.,positive
Edited Transcript of GFF earnings conference call or presentation 13-Nov-19 9:30pm GMT,neutral
Goldman sees the economy surprising in 2020 and these stocks benefiting most from the rebound,positive
PO Swing Trade Quick Pick: Polyone Corp PO |,positive
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral
The corrected chapter is in its entirety below .,neutral
Daniel Loeb's Top 5 Buys in the 3rd Quarter,neutral
"CIGNA EPS beats by $0.11, beats on revenue",positive
GOOG  ?Qu? esperas para caer de una vez?,negative
"M back above ascending triangle resistance after breaking down last week, bear trap",positive
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",neutral
ZION Cup & Handle pattern. The stock would confirm the pattern by breaking up through the 22.8,positive
Kudlow calls U.S.-China deal 'close' as talks in 'intense' phase https://t.co/Nv9zq3zqVX,positive
Watch 19.50 for EXP ahead of an expected earnings beat next week,positive
"Nodal Exchange Successfully Completes Migration of U.S. Power Open Interest from Nasdaq Futures, Inc.",neutral
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive
Ã¢â¬ÅWe havenÃ¢â¬â¢t really seen markets reflect the full extent of the damage that coronavirus is having to corporate profiÃ¢â¬Â¦ https://t.co/jTM2Mpi1jr,negative
Byron Wien: Coronavirus causes 'maximum level of uncertainty' but won't trigger recession https://t.co/HzOJ2Nca7p,neutral
HT bearish,negative
Instadollars: 10 Celebrities Who Earn The Most Money With Instagram,neutral
J+Ã±rvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,neutral
N-Viro operates processing facilities independently as well as in partnership with municipalities .,neutral
ebix on watch for short. bear flagging after earnings beat down.,negative
"SZYM decent setup on multiple timeframes, volume not that great",positive
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral
OWE STOP IN APO to 18.45.,negative
Is Celestica Inc. (TSE:CLS) Worth CA$10.4 Based On Its Intrinsic Value?,neutral
At least a quarter of the U.S. economy has gone offline due to the widespread shutdowns of business due to coronaviÃ¢â¬Â¦ https://t.co/PF3gG4Nqu1,negative
GOOG 815 1st tgt,negative
$JE - Just Energy reports lower than expected Q3 Base EBITDA and free cash flow; revises 2020 guidance https://t.co/JT06Kd3sDQ,negative
Pohjola and cooperative banks have continued to combine their branch office network .,neutral
"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .",neutral
TEK sleeping giant one of these day soon booom target 2.5-+,positive
"Trudeau ""Open"" To Handing Out Taxpayer-Funded Heroin To Vancouver Addicts https://t.co/1oxQPgvKmC",neutral
AAP is dead. No 2 ways about it.,negative
Americas states are increasing their spending at the fastest pace since the end of the Great Recession https://t.co/TbYaIrKXGO,positive
Set ups I like for tomorrow:  ZNGA BOX FB VMW GDOT W Others set ups I like:,positive
"Sensex, Nifty Likely To Open Lower As Markets Resume Trading After Holiday
https://t.co/NwtpXVftK4",negative
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive
HD bullish after it?s results. ong if beats 67.24. Stop loss 66.64,positive
$SIGA Bid for Reargument Denied by Judge,negative
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral
This new partnership agreement represents a significant milestone for both parties .,positive
"CEN chomping at the bit here to clear 84 at the 78.6% retrace, earnings next Tuesday 2/5",positive
October Trailer Orders Hit 11-Month High,positive
VFC has increased in price for 10 of the past 10 years (100% of the time) from Jan to Mar option expiration:,positive
Gazprom proposes one-year gas transit deal with Ukraine,neutral
"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral
"Sorry guys, but Netflix bulls need to hit the pause button. NFX",negative
U.S. Justice Department preparing legal action against Live Nation: source,negative
ATHN wants the hundred-dolla-roll.,positive
Samenvatting: Desktop Metal lanceert s werelds eerste metaalbinderspuitsysteem dat is ontworpen voor machinewerkplaatsen,neutral
Oil futures finish lower after posting 2 consecutive weekly gains,negative
Uber submits appeal to regain London taxi license,neutral
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral
Taking A Look At OHB SE's (ETR:OHB) ROE,neutral
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",neutral
"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",positive
"JPMorgan Chase chief Jamie Dimon said he expects the coronavirus crisis to include a ""bad recession"" and elements o https://t.co/w8hyHTe0yW",negative
M currently above resistance this morning,positive
SWY Option Bears buy puts betting 500k on over 10% down move,negative
"user jmixer INO since Jan 7 it is a green weekly that is why I closed my long at 0.67, my broker doesn't has share to borrow me,....",negative
What Happens When The Economic Momentum Ends? https://t.co/AkPhHv1CI0,negative
ArcelorMittal misses on revenue,negative
$AMGN - Partial response in Amgen brain cancer study https://t.co/6sAXBkTCST,negative
$DTLA.P - Waiting For Godot's Dividend Could Pay Off For Patient Investors In Brookfield DTLA Office Trust Preferre https://t.co/Z073RaKchj,neutral
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",neutral
Russian ruble falls as central bank cuts key rate by 25 basis points to 6%,negative
"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,neutral
Is Northern Graphite (CVE:NGC) In A Good Position To Deliver On Growth Plans?,neutral
Old Mutual : Starts 2020 With Two New Senior Appointments #OldMutual #Stock #MarketScreener https://t.co/GkV9wOoONq https://t.co/mQAVdMjNK3,neutral
Bluebird bio downgraded to in line from outperform at Evercore ISI,negative
Better Buy: Disney  vs. Time Warner,neutral
"Hedge Funds Have Never Been This Bullish On Alexanders, Inc. (ALX)",positive
"As of 11pm tonight, Britain will have left the EU. Read this by @robertshrimsley from the FT archives: Brexit's 'do... https://t.co/pZE7vpI0DI",neutral
TBI  Another staffing co. breaks out,positive
Emirates Pares Back Wide-Body Airbus Order Amid Fleet Review,neutral
EW Into gap Over 95.00,positive
Bluebird bio downgraded to in line from outperform at Evercore ISI,negative
$OIBR.C - Oi CEO to exit post Jan. 30 https://t.co/sbHktluLDQ,neutral
30 American Beaches That May Soon Disappear,neutral
This Underdog Could Soon Become The Worlds Largest Oil Producer,neutral
Dow down over 500 points on fears about economic impact of deadly China coronavirus. https://t.co/N98FL8OzXG https://t.co/aQSepuWLn1,negative
The plant is expected to enter commercial operation by mid-2009 .,neutral
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative
It's not the first time that AFFY has problems with their drugs.,negative
VXY ZB_F reversal - #FED distributing cash to banks GS JPM MS BAC,negative
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,positive
Now watching BA,negative
"STOCKS AT THE OPEN:
-Dow down 0.36%
-Nasdaq down 0.27% 
-S&P down 0.22% https://t.co/aFoTHH40Ef",negative
Google wants Cloud dominance by 2023 - report,neutral
"Green Weekly Triangle on ESSX,....pdating",negative
Goldman Sachs tells clients it is time to buy gold https://t.co/L61H0PQxTR,positive
Plans for new global football competitions branded insane https://t.co/iatk1Pt1uf,neutral
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral
AX  next stop 42.90!!!,negative
Napco Security stock price target cut to $30 from $35 at Imperial Capital,negative
Is Lexington Realty Trust (NYSE:LXP) A Good Stock To Buy?,neutral
Red Flags Emerge in U.S. Stocks With Insiders Rushing to Sell,negative
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive
Should I Buy or Sell Tesla Stock Right Now?,neutral
$VIAC $VIACA $FOX - MoffettNathanson expects NFL TV costs to skyrocket https://t.co/APfxEqSSRF,negative
user: user: AAP 360 is the target  If no growth maybe but it is +50B cash = bottom 410 if NO GOWTH (and a div!),positive
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,neutral
Shale's Debt-Fueled Drilling Boom Is Coming To An End https://t.co/aCnoTpFlvt,negative
Deluxe delivered record FY2019 revenue,positive
M breaking out on heavy volume and bounced off nicely at Fri's close,positive
Trump's Impossible Fight To Stop Theft Of Ideas https://t.co/2WWs59v0V3,neutral
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",neutral
"March Exports Shrink, Outlook Grim As Coronavirus Hits Demand
https://t.co/jAFHsoxUfJ",negative
The financial details of the acquisition were not disclosed .,neutral
BTO AMZN Feb 16 210 puts for 1. olling the dice!,negative
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",neutral
Stocks start with solid gains; tech a strong early leader,positive
"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",negative
Cinedigm Corp. Analysts Are Cutting Their Estimates: Here's What You Need To Know,negative
"Ford to Add 3,000 Jobs at Michigan Plants, Invest $1.45 Billion",positive
Declining Rig Counts Point To Higher Energy Prices And A Headwind For The U.S. Economy,positive
"Ciena EPS misses by $0.05, beats on revenue",neutral
Avery Dennison buys Smartracs RFID inlay business for 225M,neutral
"$JEC: Jacobs beats by $0.17, beats on revs; initiates $250 mln accelerated share repurchase program, offers FY20... https://t.co/ZxgIFkvjsk",positive
Quaker Lobby Hails House Passage of Voting Rights Advancement Act https://t.co/qLaupi7SOJ https://t.co/evt6jNr12D,neutral
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",positive
WEN Nice eady to sprint to new high CA,positive
$OPK EOD rally !!!,positive
"The Fed announced a massive second wave of initiatives to support the U.S. economy, many specifically targeting com https://t.co/6wgz15jypX",neutral
ES from watch list also fast move today  volume of 77% ave full day as usually tiny volume,positive
The repurchases shall decrease the distributable capital and reserves .,negative
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,positive
$RIO $ACH $TRQ - Rio Tinto says virus slowing copper ore shipments from Mongolia https://t.co/ayoOqNBFjq,negative
ridiculous move in nflx.  can't believe it's still going too.  i'm obviously short. x-(,negative
Rio Tinto downgraded to neutral from overweight at J.P. Morgan,negative
Over 70 and Still Working? Here Are 3 Important Things to Know,neutral
Stock Market Update: Edgewell Personal Care spikes after earnings,positive
Stocks give up gains. Experts weigh in on the state of the market (via @TradingNation) https://t.co/oC0O8aXDeR,negative
Ford will perform well due to Hurricane Sandy's destruction. F Palladium will do well PA Banks are a buy picks are BAC C SAN GS,positive
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative
ESPN 30 and 30 is magical.  Serious family entertainment.  The future of content and TV and web is so bright mixed well DIS,positive
RBI surprises Street; Sensex pares gains after hitting mount 30k,negative
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",neutral
"NKD  - great start to 2013, up 54%, 2nd best performer in #13for2013 portfolio",positive
Iranian Strike on U.S. Forces Roils Markets #index #MarketScreener https://t.co/fU5DTtl5Q5 https://t.co/JQHmnd54oH,negative
Westpac hit with class-action suit in U.S. linked to money-laundering case https://t.co/70WSjlGyhY https://t.co/pM6x0ZREzr,negative
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative
user: DDD broke out from the bear flag to the upside.... ots of shorts who do not understand momentum being caught STDY,positive
AAP - 3 scenarios to watch ahead of Apple earnings and the resulting price action,negative
"Morgan Stanley says forecasting just the next two months, let alone 2020, is hard right now",neutral
$HP - More Pain In Sight For Helmerich & Payne. Sign up for updates on Seeking Alpha! https://t.co/1ulAmlZQuO #markets #investing #trading,negative
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",positive
"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",positive
MSFT Thinking of buying this one for swing trade. VOME is huge today and breaking out above resistace.,positive
The S&P is now up 30 handles.,positive
China Is the Key for Solar Stocks in 2020,neutral
One attractive factor about the tablets for media companies is that they provide a new way of making money .,positive
"Global shares gain, oil rises, but caution lingers on U.S.-China deal",positive
GlobalSCAPE jumps ~12% on $55M credit facility and special dividend of $3.35,positive
The Dow falls 410 points to end a period marred by coronavirus https://t.co/v4PutP9tYc,negative
news on NS?,negative
"Before you sign up for Disney+, this calculator adds up the true cost of your streaming services https://t.co/2A7dKqULIK",neutral
Canadian Business Optimism Was Fading Before Pandemic Concerns Intensified #WTI #Stock #MarketScreener https://t.co/zhRhHEhkvw,negative
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive
"If You Invested $1,000 in Square's IPO, This Is How Much Money You'd Have Now",neutral
MTG still holding short from 5.70's I think we will see low 4's by tomorrow,negative
BAC Stressesult Tomorrow 4.40pm ET & After we will have the Dividend as a follow through catalyst !!!,positive
Is AT&T Inc. (NYSE:T) Creating Value For Shareholders?,neutral
"Sensex, Nifty Resume Trading After 45-Minute Halt As Coronavirus Batters World Markets
https://t.co/fgBVnHX2P6",negative
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",positive
New drugs contribute to AbbVie's upbeat 2020 view; shares hit year-high,positive
"?? When will 5G become mainstream?

Here's what @Infosys co-founder @NandanNilekani says https://t.co/beRgcNY2N9",neutral
AMZN I am riding the remaining positions with stop  above 290. ooks like the chickens are coming home to roost.,negative
Japan Recession Risks Prompt Forecasts of 2020 Contraction,negative
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral
"Yesterday's 2-day long play SFD is now up 11%, but can be held for an extended play if it holds 25.15",positive
$BAC in for swing trade  looks like want go up,positive
GMC 37 next target on Bailing VOME in next week.,negative
$ENLC - EnLink Midstream rallies on back of Devon Energy's STACK partnership https://t.co/shC2xdm3Jo,positive
WPP wins race for 'programmatic buying' agency Essence Digital,positive
James D. White: Jamba: A Juicy Turnaround on Vimeo  1hr video from 2010 JMBA .. this is great stuff,positive
"Watch AMTd, once it crosses under 20.50, it will be a home wrecker.",negative
"$YAYO here is the chart, sometimes i have problems to upload the charts on stocktwits. https://t.co/MNPZoAjtIv",neutral
Shell's $70 Billion BG Deal Meets Shareholder Skepticism,negative
Morgan Stanley fined $22 million for digging bond markets https://t.co/Uh3QzkQ3IB via @business https://t.co/Pe16MdWRNj,negative
"As a reminder, JPMorgan remains the riskiest bank with the highest GSIB score of any bank and a 4.0% surcharge. https://t.co/8jTxnywzqM",negative
$DAC - Danaos Looks Like The Cheapest Stock In The Market. Read more and sign up for updates: https://t.co/HBbjcImToa,positive
Alnylam Pharmaceuticals Reports Fourth Quarter and Full Year 2019 Financial Results and Highlights Recent Period Activity,neutral
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,positive
"NFX daily make green dot buy yesterday 192 up target, not overbought or oversold still positive.",positive
user: GMC looks like the free money trade for today. Headed to 49+ - so far so good,positive
TSO user Attached shows Fib and old resistance stopping upward move.  Will stay below both.,negative
UPDATE 2-China's Pinduoduo posts bigger loss as costs surge; shares tumble,negative
NIS time to run higher. Breaked the descending line,positive
"Ackman, in email, says supports Valeant CEO Pearson",positive
AAP Expect to break upside;Triggers:Einhorn+Shareholder meeting+iWatch+Good base around 450 area.,positive
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive
Are you guilty of financial infidelity? Heres how to fix money habits that could be standing in the way of your lo https://t.co/bqPOIyHKBj,neutral
Watching GS closely on today's trend-line. Has been leading SPY up AND down.,negative
"NYSE Opening Bell ??:
 
Quaker Houghton (NYSE: $KWR) celebrates its merger with Houghton International https://t.co/rFIn06EInY",neutral
All are welcome .,neutral
Is Astra Microwave Products (NSE:ASTRAMICRO) A Risky Investment?,neutral
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",neutral
$OVV - Ovintiv: Anticipating A Dividend Cut. https://t.co/iVzfRgmEEj #stocks #finance #trading,negative
"How investing in #sustainableinfra in developing countries can foster economic and climate resilience? 

Blog by https://t.co/27lz691wBf",neutral
INNIO and HanseWerk AG Pool Their Technological Expertise for Innovative Hydrogen-Fueled Combined Heat and Power Pl https://t.co/Pk711Zmwl3,neutral
$BCC - Boise Cascade declares $0.10 dividend https://t.co/wmgKpPr0ip,neutral
Salarius Pharma down 53% premarket after pricing equity offering,negative
Take Profits & Tighten stops. SA indicating major correction looms.  OCN NSM EGN BID GMC FB NKD,negative
"EXPE not looking too good after breaking the uptrend, watch your fib retracements on the way down",negative
"Later on , about 150 Finnish-made houses will be build in the area .",neutral
Genworth +4.0% after sale on Genworth MI Canada closes,positive
The company said that the fall in turnover had been planned .,negative
CHK thanks JPM upgraded,positive
WATCH: Trump participates in a small business round table discussion  https://t.co/hMmj9OaAw3,neutral
Credit Suisse Taps First Swiss Chief in Decades Amid Turmoil,neutral
Why does a company become a monopoly? @Noahpinion looks at an intriguing theory https://t.co/cpvzbRLD74 via @bopinion,neutral
Anna and Elsa deliver $127 million for Disney in Frozen II https://t.co/lz1rHMtp3P,neutral
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative
CORRECTED-Shire to buy Dyax for about $5.9 bln,positive
Ford to nearly halve its 2018 before interest and taxes loss in China https://t.co/SULE0vdZhE https://t.co/mZcVGtnFRN,neutral
Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,positive
Bilibili +2.6% on accelerating revenue growth,positive
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,neutral
GPN looking like a short.,negative
"Actor and comedian Sacha Baron Cohen criticized social media  especially Facbook, Twitter, and YouTube  as ""the g https://t.co/UPcfrLlxHU",neutral
Ten Entertainment : Treasury Sanctions Individuals for Roles in Atrocities and Other Abuses #TenEntertainment https://t.co/O82sqX2Jdk,neutral
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive
"The role of oil-world peacemaker is an unusual one for Mr. Trump, who has been a longstanding critic of cartel-baseÃ¢â¬Â¦ https://t.co/y4aHnPJneF",positive
"SWY - inside day - held 50 sma, rsi holding above 40 , looks like counter-trend move",positive
$COMDX: Metals Settlement Prices https://t.co/4ZolcvQLoM,neutral
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral
Edited Transcript of ZNGA earnings conference call or presentation 5-Feb-20 9:30pm GMT,neutral
"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supplyÃ¢â¬Â¦ https://t.co/2RHm8CWP5G",negative
Sacklers withdrew over $10 billion in a decade from Purdue Pharma: New York Times,neutral
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive
Also the traditional grapevine carries a lot of weight .,neutral
"$PPLT $PLTM $PTM - Palladium roars to record $1,900/oz. on South Africa power cuts https://t.co/J7V4TpvteI",positive
NTSB chair criticizes Uber's safety culture,negative
ISG An update to our Feb 20th video review..if it closes below 495 much lower to come soon,negative
States struggling with highest credit card debt? Trumps South https://t.co/K1HR5rj8i1 by @SibileTV https://t.co/jFPxfLNasy,neutral
US stocks remain near session highs in the early afternoon. Apparently nothing can derail the positive market senti https://t.co/GUCGLVC6UD,positive
